destination,rating,text,month,translation_status,failure_reason
Perhentian Island Resort,3.0,"Hotel perfectly placed because it is the most beautiful beach on the island. However, it is very aging and would require quality renovation. The bathroom was not clean; the shower wall became opaque of limestone, dirty tiles (uncleaned). The shower column wrongly attached to the wall was detached from it. They came ""repaired "" at my request but it was still moving. The soil was covered with mediocre grade vinyl slat; The dirt was inlaid between the slats. It doesn't make sense at all.
The pool had greenish water.
The beach is stormed by tourists from other Hotels as well as our deckchairs. Vessels come to lay mass groups to see turtles; We can see a few feet from the pontoon. To see coral and fish it was necessary to go after the pontoon to the Coral View resort.
The restoration was not extraordinary; Repetitive enough. We've sometimes taken extra à la carte. Desserts, on the other hand, were relatively qualitative as well as breakfasts (just ask for hot milk).
No WiFi in the rooms (only at reception).
Positive point:
They distribute beach towels on request.
The staff is very nice.
The beach is beautiful.
In the end, if the bungalows are better maintained and the restaurant improves, it could be a very good hotel.",2025-07,translated_argos,
Perhentian Island Resort,5.0,"I visited Malaysia in 2016. It was a special experience that the islands and islands use boats.リゾート them, this resort is a resort-style inn with a well-施設ipped facility in Pruhuntien. There is a little walking route, and I spent a relaxing time in nature. It is a nice hotel that you can only stay for one night.

ChatGPT",2025-07,translated_argos,
Perhentian Island Resort,1.0,"Only and only positive point the beach, but it is sad to offer such disappointing accommodation on the best beach on the island. Room dirty, vegetated, sanitary with leaking on the toilet smell of horrible uplift (predict to shower in apnea), dead insects on the walls.",2025-07,translated_argos,
Perhentian Island Resort,5.0,"Nice, cozy and child-friendly beach. All kinds of Malay food tents.",2025-07,translated_argos,
Pulau Payar Marine Park,4.0,Good place to visit and spend time with family as well,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,New Experience for me,2022-12,not_applicable,
Pulau Payar Marine Park,4.0,I like this place cause the view very wonderful,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"A must visit when coming to langkawi. This place was a really great marine park with a lot of water activities. Scuba diving, snorkelling and diving are the activities that been provided here. Really best and need at least one day to spend and experience the place. It’s worth to enjoy and spend in the midst of nature. Will come again later.",2022-12,not_applicable,
Pulau Payar Marine Park,4.0,Good place for snorkeling and water activities,2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"This is very good place to enjoy the island, this place very interesting",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"Amazing place and nice place to visit, sunny day and lucky able to see baby sharks. worth to visit",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,"The exotic marine park to those who loves snorkeling, scuba diving and more activities to try in a wonderful island.. Would be a dream place for a getaway",2022-12,not_applicable,
Pulau Payar Marine Park,5.0,Exquisite experience. To say enjoyed will be an understatement. The park environment offers was amazing. The activities I did included fairy ride from Kuala to Payar. Scuba diving was amazing too.,2022-12,not_applicable,
Perhentian Island Resort,5.0,"Beautiful resort, beautiful beach | Luckily we did not listen to reviews... | 4 days' stay and we found ourselves well",2025-07,translated_argos,
Perhentian Island Resort,2.0,"We stayed 4 nights in early April. The first room we were given had a large cockroach in the bathroom as soon as we entered. Reception offered insect spray, but didn’t take the issue seriously. We moved to another room after insisting, but the next day — after rain and humidity — the bathroom was full of bugs again. It turns out there had been an ongoing bug problem all along.||The hotel has a serious hygiene and pest issue, and unfortunately, the staff were indifferent. No preventive pest control, no apology, no compensation — only spray after I insisted. Even for the small ferry service to another island, we had to pay.||My husband urgently needed to send a work email. The hotel’s computer was broken; he had to fix it himself to use it. Breakfast was poor; we had dinner elsewhere.||Nature around the hotel is breathtaking — the sea, beach, jungle, monkeys and squirrels were amazing. But hygiene inside the hotel was unacceptable. On our last morning, our bathroom was once again full of bugs, and I had to use the public toilet near the restaurant before our ferry.||We moved to Marriott for the last night, paid more — and it was the best decision. I’ve learned my lesson: I will gladly pay more for a clean and professionally managed hotel next time.||If hygiene is not a concern for you, you’ll probably enjoy the nature here. But if it matters — stay away.",2025-07,not_applicable,
Perhentian Island Resort,5.0,Leaving this place has been a tearing up,2025-07,translated_argos,
Perhentian Island Resort,5.0,"Clearly the best private beach on the island
- Yeah. Whether it was food, location, staff, rooms with terrace, everything was perfect a real haven of peace. Thanks Pir island resort for this parenthesis.",2025-07,translated_argos,
